Occurred_Date_From,ReformattedTime,DateTime,Occurred_Time_From,Description,district,Weekday,Month,Year,100 Block,100 Block CLEANED,AddressConsolidated,Lat,Long,,
3-13-08,10:00 PM,3-13-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,2,5,March,2008,ALEXANDER ST / GORE AVE,ALEXANDER ST / GORE AVE,ALEXANDER ST & GORE AVE,49.2840674,-123.0978665,,
3-13-08,11:00 PM,3-13-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,5,March,2008,800 HAMILTON ST    ,800 HAMILTON ST,800 HAMILTON ST,49.2787775,-123.1159931,,
3-14-08,1:00 AM,3-14-08 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,6,March,2008,1500 DAVIE ST    ,1500 DAVIE ST,1500 DAVIE ST,49.2844829,-123.1375213,,
3-14-08,11:00 AM,3-14-08 11:00 AM,1100,THEFT BICYCLE UNDER $5000,1,6,March,2008,DAVIE ST / RICHARDS ST,DAVIE ST / RICHARDS ST,DAVIE ST & RICHARDS ST,49.2758822,-123.1242288,,
3-14-08,8:00 PM,3-14-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,6,March,2008,1000 JERVIS ST    ,1000 JERVIS ST,1000 JERVIS ST,49.2849527,-123.1316582,,
3-15-08,10:48 AM,3-15-08 10:48 AM,1048,THEFT BICYCLE UNDER $5000,2,7,March,2008,600 EXPO BLVD    ,600 EXPO BLVD,600-1000 EXPO BLVD,49.2764234,-123.1139765,,
3-15-08,5:00 PM,3-15-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,7,March,2008,2100 W 44TH AVE   ,2100 W 44TH AVE,2100 W 44TH AVE,49.2318664,-123.1564654,,
3-16-08,3:00 PM,3-16-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,1,March,2008,1600 JOHNSTON ST    ,1600 JOHNSTON ST,1500 and 1600 JOHNSTON ST,49.2719744,-123.135084,,
3-16-08,11:00 PM,3-16-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,1,March,2008,2000 E PENDER ST   ,2000 E PENDER ST,2000 E PENDER ST,49.2802038,-123.0635685,,
3-17-08,7:40 AM,3-17-08 7:40 AM,740,THEFT BICYCLE UNDER $5000,2,2,March,2008,PARKER ST / SALSBURY DR,PARKER ST / SALSBURY DR,PARKER ST & SALSBURY DR,49.2757459,-123.0675567,,
3-19-08,8:20 AM,3-19-08 8:20 AM,820,THEFT BICYCLE UNDER $5000,4,4,March,2008,800 W 12TH AVE   ,800 W 12TH AVE,800 W 12TH AVE,49.260502,-123.1218318,,
3-19-08,3:00 PM,3-19-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,4,March,2008,900 W 6TH AVE   ,900 W 6TH AVE,900 W 6TH AVE,49.2659533,-123.1241697,,
3-19-08,3:48 PM,3-19-08 3:48 PM,1548,THEFT BICYCLE UNDER $5000,1,4,March,2008,WATER ST / W CORDOVA ST,WATER ST / W CORDOVA ST,WATER ST & W CORDOVA ST,49.2846865,-123.1108953,,
3-20-08,1:30 PM,3-20-08 1:30 PM,1330,THEFT BICYCLE UNDER $5000,4,5,March,2008,2200 GRANVILLE ST    ,2200 GRANVILLE ST,2200 GRANVILLE ST,49.2660391,-123.138455,,
3-21-08,8:33 AM,3-21-08 8:33 AM,833,THEFT BICYCLE UNDER $5000,4,6,March,2008,2500 MANITOBA ST    ,2500 MANITOBA ST,2500 MANITOBA ST,49.2630434,-123.1068051,,
3-23-08,12:00 PM,3-23-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,1,March,2008,1800 SPYGLASS PL    ,1800 SPYGLASS PL,1800 SPYGLASS PL,49.2692174,-123.1152191,,
3-23-08,6:30 PM,3-23-08 6:30 PM,1830,THEFT BICYCLE UNDER $5000,4,1,March,2008,2100 W BROADWAY AVE   ,2100 W BROADWAY AVE,2100 W BROADWAY,49.2637723,-123.1529922,,
3-24-08,9:50 PM,3-24-08 9:50 PM,2150,THEFT BICYCLE UNDER $5000,4,2,March,2008,500 W 13TH AVE   ,500 W 13TH AVE,500 W 13TH AVE,49.2594602,-123.1150868,,
3-25-08,5:40 PM,3-25-08 5:40 PM,1740,THEFT BICYCLE UNDER $5000,4,3,March,2008,400 W 40TH AVE   ,400 W 40TH AVE,400 W 40TH AVE,49.2343581,-123.1134952,,
3-27-08,12:30 PM,3-27-08 12:30 PM,1230,THEFT BICYCLE UNDER $5000,4,5,March,2008,1300 CARTWRIGHT ST    ,1300 CARTWRIGHT ST,1300 CARTWRIGHT ST,49.2697945,-123.1338688,,
3-27-08,5:00 PM,3-27-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,3,5,March,2008,2700 MAIN ST    ,2700 MAIN ST,2700 MAIN ST,49.2608625,-123.101127,,
3-27-08,9:00 PM,3-27-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,1,5,March,2008,1000 W CORDOVA ST   ,1000 W CORDOVA ST,1000 W CORDOVA ST,49.2883413,-123.119236,,
3-30-08,3:44 AM,3-30-08 3:44 AM,344,THEFT BICYCLE UNDER $5000,2,1,March,2008,100 ALEXANDER ST    ,100 ALEXANDER ST,100 ALEXANDER ST,49.283722,-123.1022428,,
3-30-08,4:10 PM,3-30-08 4:10 PM,1610,THEFT BICYCLE UNDER $5000,4,1,March,2008,1900 W BROADWAY AVE   ,1900 W BROADWAY AVE,1900 W BROADWAY,49.263605,-123.1483428,,
3-31-08,4:21 AM,3-31-08 4:21 AM,421,THEFT BICYCLE UNDER $5000,4,2,March,2008,2200 W 5TH AVE   ,2200 W 5TH AVE,2200 W 5TH AVE,49.2673046,-123.15527,,
3-31-08,10:25 AM,3-31-08 10:25 AM,1025,THEFT BICYCLE UNDER $5000,4,2,March,2008,100 W 49TH AVE   ,100 W 49TH AVE,100 W 49TH AVE,49.2257492,-123.1094354,,
3-31-08,7:30 PM,3-31-08 7:30 PM,1930,THEFT BICYCLE UNDER $5000,1,2,March,2008,1300 BURRARD ST    ,1300 BURRARD ST,1300 BURRARD ST,49.2762892,-123.1332878,,
4-1-08,11:00 AM,4-1-08 11:00 AM,1100,THEFT BICYCLE UNDER $5000,4,3,April,2008,1400 OLD BRIDGE ST   ,1400 OLD BRIDGE ST,1400 OLD BRIDGE ST,49.2705824,-123.1345651,,
4-1-08,4:00 PM,4-1-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,1,3,April,2008,900 SEYMOUR ST    ,900 SEYMOUR ST,900 SEYMOUR ST,49.279544,-123.120432,,
4-1-08,7:00 PM,4-1-08 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,3,April,2008,1400 WILLIAM ST    ,1400 WILLIAM ST,1400 WILLIAM ST,49.2740263,-123.0759567,,
4-2-08,10:30 AM,4-2-08 10:30 AM,1030,THEFT BICYCLE UNDER $5000,1,4,April,2008,W GEORGIA ST / HOMER ST,W GEORGIA ST / HOMER ST,W GEORGIA ST & HOMER ST,49.2805995,-123.1151885,,
4-2-08,6:00 PM,4-2-08 6:00 PM,1800,THEFT BICYCLE OVER $5000,4,4,April,2008,1900 PINE ST    ,1900 PINE ST,1900 PINE ST,49.26885,-123.1431797,,
4-2-08,6:00 PM,4-2-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,4,April,2008,2700 BURRARD ST    ,2700 BURRARD ST,2700 BURRARD ST,49.2762989,-123.1332723,,
4-2-08,7:00 PM,4-2-08 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,4,April,2008,300 BLOCK WATER ST   ,300 WATER ST,300 WATER ST,49.2839614,-123.1072798,,
4-2-08,7:30 PM,4-2-08 7:30 PM,1930,THEFT BICYCLE UNDER $5000,3,4,April,2008,300 E 5TH AVE   ,300 E 5TH AVE,300 E 5TH AVE,49.2663272,-123.0970052,,
4-3-08,9:00 AM,4-3-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,4,5,April,2008,3000 CROWN ST    ,3000 CROWN ST,3000 CROWN ST,49.2599777,-123.1940016,,
4-3-08,7:21 PM,4-3-08 7:21 PM,1921,THEFT BICYCLE UNDER $5000,4,5,April,2008,1400 ANDERSON ST    ,1400 ANDERSON ST,1400 ANDERSON ST,49.2699112,-123.1370577,,
4-4-08,5:22 AM,4-4-08 5:22 AM,522,THEFT BICYCLE UNDER $5000,3,6,April,2008,300 E 7TH AVE   ,300 E 7TH AVE,300 E 7TH AVE,49.2645594,-123.0988001,,
4-4-08,12:00 PM,4-4-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,6,April,2008,2500 W 8TH AVE   ,2500 W 8TH AVE,2500 W 8TH AVE,49.2648685,-123.162163,,
4-4-08,4:06 PM,4-4-08 4:06 PM,1606,THEFT BICYCLE UNDER $5000,2,6,April,2008,100 BLOCK E HASTINGS ST  ,100 E HASTINGS ST,100 E HASTINGS ST,49.2812374,-123.1020531,,
4-4-08,7:00 PM,4-4-08 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,6,April,2008,1800 W 7TH AVE   ,1800 W 7TH AVE,1800 W 7TH AVE,49.2654677,-123.1466741,,
4-5-08,1:00 PM,4-5-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,1,7,April,2008,DENMAN ST / ROBSON ST,DENMAN ST / ROBSON ST,DENMAN ST & ROBSON ST,49.2914913,-123.1354626,,
4-5-08,9:00 PM,4-5-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,7,April,2008,100 E 41ST AVE   ,100 E 41ST AVE,100 E 41ST AVE,49.2330717,-123.1036044,,
4-6-08,6:00 PM,4-6-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,1,April,2008,800 SALSBURY DR    ,800 SALSBURY DR,800 SALSBURY DR,49.276591,-123.0675298,,
4-7-08,1:01 AM,4-7-08 1:01 AM,101,THEFT BICYCLE UNDER $5000,4,2,April,2008,1300 W 12TH AVE   ,1300 W 12TH AVE,1300 W 12TH AVE,49.2606801,-123.1337033,,
4-7-08,5:26 PM,4-7-08 5:26 PM,1726,THEFT BICYCLE UNDER $5000,3,2,April,2008,1200 BLOCK E 6TH AVE  ,1200 E 6TH AVE,1200 E 6TH AVE,49.2651891,-123.0794016,,
4-7-08,10:00 PM,4-7-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,2,April,2008,0 W 16TH AVE   ,0 W 16TH AVE,0 W 16TH AVE,49.2566423,-123.1049479,,
4-9-08,1:30 PM,4-9-08 1:30 PM,1330,THEFT BICYCLE UNDER $5000,4,4,April,2008,2600 W 50TH AVE   ,2600 W 50TH AVE,2600 W 50TH AVE,49.2257226,-123.1638415,,
4-9-08,8:00 PM,4-9-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,3,4,April,2008,800 E 11TH AVE   ,800 E 11TH AVE,800 E 11TH AVE,49.2605589,-123.0871037,,
4-10-08,10:00 AM,4-10-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,4,5,April,2008,2400 W 8TH AVE   ,2400 W 8TH AVE,2400 W 8TH AVE,49.264828,-123.1598845,,
4-10-08,2:30 PM,4-10-08 2:30 PM,1430,THEFT BICYCLE UNDER $5000,3,5,April,2008,1600 E BROADWAY AVE   ,1600 E BROADWAY AVE,1600 E BROADWAY,49.2623346,-123.0716525,,
4-10-08,4:00 PM,4-10-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,3,5,April,2008,1400 E 27TH AVE   ,1400 E 27TH AVE,1400 E 27TH AVE,49.2462839,-123.0496318,,
4-10-08,4:00 PM,4-10-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,5,April,2008,1700 BLOCK W 4TH AVE  ,1700 W 4TH AVE,1700 W 4TH AVE,49.2679703,-123.1433382,,
4-11-08,6:30 AM,4-11-08 6:30 AM,630,THEFT BICYCLE UNDER $5000,3,6,April,2008,900 E 55TH AVE   ,900 E 55TH AVE,900 E 55TH AVE,49.2198716,-123.087475,,
4-11-08,8:00 AM,4-11-08 8:00 AM,800,THEFT BICYCLE UNDER $5000,2,6,April,2008,1600 ADANAC ST    ,1600 ADANAC ST,1600 ADANAC ST,49.2775879,-123.0726304,,
4-11-08,10:30 AM,4-11-08 10:30 AM,1030,THEFT BICYCLE UNDER $5000,3,6,April,2008,1700 BLOCK E BROADWAY AVE  ,1700 E BROADWAY AVE,1700 E BROADWAY,49.2622361,-123.0680846,,
4-11-08,2:00 PM,4-11-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,2,6,April,2008,COLUMBIA ST / E CORDOVA ST,COLUMBIA ST / E CORDOVA ST,COLUMBIA ST & E CORDOVA ST,49.2823592,-123.1022275,,
4-11-08,4:48 PM,4-11-08 4:48 PM,1648,THEFT BICYCLE UNDER $5000,3,6,April,2008,1200 E 54TH AVE   ,1200 E 54TH AVE,1200 E 54TH AVE,49.2204808,-123.0814915,,
4-11-08,8:00 PM,4-11-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,2,6,April,2008,1300 FRANKLIN ST    ,1300 FRANKLIN ST,1300 FRANKLIN ST,49.2822462,-123.0772626,,
4-13-08,3:00 AM,4-13-08 3:00 AM,300,THEFT BICYCLE UNDER $5000,3,1,April,2008,200 BLOCK E 13TH AVE  ,200 E 13TH AVE,200 E 13TH AVE,49.2592935,-123.1010126,,
4-13-08,9:30 AM,4-13-08 9:30 AM,930,THEFT BICYCLE UNDER $5000,1,1,April,2008,1000 BEACH AVE    ,1000 BEACH AVE,1000 BEACH AVE,49.275995,-123.133781,,
4-13-08,12:00 PM,4-13-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,1,April,2008,100 DUNSMUIR ST    ,100 DUNSMUIR ST,100 DUNSMUIR ST,49.2798329,-123.1106386,,
4-13-08,1:45 PM,4-13-08 1:45 PM,1345,THEFT BICYCLE UNDER $5000,1,1,April,2008,1100 HOWE ST    ,1100 HOWE ST,1100 HOWE ST,49.2788193,-123.1256981,,
4-13-08,4:00 PM,4-13-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,1,April,2008,BURRARD ST / W 1ST AVE,BURRARD ST / W 1ST AVE,BURRARD ST & W 1ST AVE,49.2706674,-123.1455738,,
4-14-08,5:00 PM,4-14-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,2,April,2008,800 BUTE ST    ,800 BUTE ST,800 BUTE ST,49.285995,-123.1269721,,
4-14-08,5:00 PM,4-14-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,2,April,2008,1100 HAMILTON ST    ,1100 HAMILTON ST,1100 HAMILTON ST,49.2758583,-123.1211467,,
4-14-08,7:45 PM,4-14-08 7:45 PM,1945,THEFT BICYCLE UNDER $5000,1,2,April,2008,1600 BARCLAY ST    ,1600 BARCLAY ST,1600 BARCLAY ST,49.288757,-123.1355551,,
4-14-08,9:00 PM,4-14-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,2,April,2008,4300 W 15TH AVE   ,4300 W 15TH AVE,4300 W 15TH AVE,49.2591787,-123.2030488,,
4-14-08,11:52 PM,4-14-08 11:52 PM,2352,THEFT BICYCLE UNDER $5000,1,2,April,2008,500 BLOCK HOMER ST   ,500 HOMER ST,500 HOMER ST,49.2827388,-123.111928,,
4-15-08,8:30 AM,4-15-08 8:30 AM,830,THEFT BICYCLE UNDER $5000,3,3,April,2008,700 E 6TH AVE   ,700 E 6TH AVE,700 E 6TH AVE,49.2652466,-123.0889696,,
4-15-08,8:40 AM,4-15-08 8:40 AM,840,THEFT BICYCLE UNDER $5000,4,3,April,2008,3000 CROWN ST    ,3000 CROWN ST,3000 CROWN ST,49.2599777,-123.1940016,,
4-15-08,3:00 PM,4-15-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,3,April,2008,900 W KING EDWARD AVE  ,900 W KING EDWARD AVE,900 W KING EDWARD AVE,49.2490776,-123.1247135,,
4-16-08,3:30 PM,4-16-08 3:30 PM,1530,THEFT BICYCLE UNDER $5000,4,4,April,2008,500 W 20TH AVE   ,500 W 20TH AVE,500 W 20TH AVE,49.2533023,-123.1161557,,
4-17-08,8:00 AM,4-17-08 8:00 AM,800,THEFT BICYCLE OVER $5000,4,5,April,2008,3200 W 13TH AVE   ,3200 W 13TH AVE,3200 W 13TH AVE,49.2605925,-123.1761703,,
4-18-08,8:00 PM,4-18-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,99,6,April,2008,1 NK_LOC,1 NK_LOC,1 NK_LOC,, ,,
4-19-08,2:00 PM,4-19-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,7,April,2008,1100 HOWE ST    ,1100 HOWE ST,1100 HOWE ST,49.2788193,-123.1256981,,
4-20-08,3:00 PM,4-20-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,1,April,2008,1600 JOHNSTON ST    ,1600 JOHNSTON ST,1500 and 1600 JOHNSTON ST,49.2719744,-123.135084,,
4-20-08,9:00 PM,4-20-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,2,1,April,2008,100 POWELL ST    ,100 POWELL ST,100 POWELL ST,49.2832272,-123.102053,,
4-21-08,12:00 AM,4-21-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,2,April,2008,1800 E GEORGIA ST   ,1800 E GEORGIA ST,1800 E GEORGIA ST,49.2784398,-123.0682003,,
4-21-08,11:10 AM,4-21-08 11:10 AM,1110,THEFT BICYCLE UNDER $5000,2,2,April,2008,200 E HASTINGS ST   ,200 E HASTINGS ST,200 E HASTINGS ST,49.2813252,-123.0996132,,
4-21-08,6:00 PM,4-21-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,2,April,2008,1600 E 4TH AVE   ,1600 E 4TH AVE,1600 E 4TH AVE,49.2668844,-123.0715942,,
4-21-08,8:30 PM,4-21-08 8:30 PM,2030,THEFT BICYCLE UNDER $5000,1,2,April,2008,1100 BURNABY ST    ,1100 BURNABY ST,1100 BURNABY ST,49.2797459,-123.1323765,,
4-21-08,9:00 PM,4-21-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,2,2,April,2008,1800 FRANCES ST    ,1800 FRANCES ST,1800 FRANCES ST,49.2793816,-123.0684378,,
4-22-08,7:45 AM,4-22-08 7:45 AM,745,THEFT BICYCLE UNDER $5000,4,3,April,2008,2700 LAUREL ST    ,2700 LAUREL ST,2700 LAUREL ST,49.2615307,-123.1253629,,
4-22-08,12:50 PM,4-22-08 12:50 PM,1250,THEFT BICYCLE UNDER $5000,1,3,April,2008,VASTANLEY PARK,VASTANLEY PARK,VASTANLEY PARK,49.2909481,-123.1472384,,
4-22-08,1:00 PM,4-22-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,2,3,April,2008,GORE AVE / UNION ST,GORE AVE / UNION ST,GORE AVE & UNION ST,49.277617,-123.0969321,,
4-22-08,4:15 PM,4-22-08 4:15 PM,1615,THEFT BICYCLE UNDER $5000,4,3,April,2008,2900 BLOCK CAMBIE ST   ,2900 CAMBIE ST,2900 CAMBIE ST,49.2594344,-123.1149127,,
4-23-08,12:00 PM,4-23-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,4,April,2008,1200 W CORDOVA ST   ,1200 W CORDOVA ST,1200 W CORDOVA ST,49.2892575,-123.1221925,,
4-24-08,2:30 PM,4-24-08 2:30 PM,1430,THEFT BICYCLE UNDER $5000,1,5,April,2008,300 BLOCK BURRARD ST   ,300 BURRARD ST,300 BURRARD ST,49.2839474,-123.1222115,,
4-24-08,3:15 PM,4-24-08 3:15 PM,1515,THEFT BICYCLE UNDER $5000,1,5,April,2008,700 W GEORGIA ST   ,700 W GEORGIA ST,700 W GEORGIA ST,49.2806956,-123.1185011,,
4-24-08,8:00 PM,4-24-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,2,5,April,2008,E PENDER ST / COMMERCIAL DR,E PENDER ST / COMMERCIAL DR,E PENDER ST & COMMERCIAL DR,49.2802958,-123.0704608,,
4-24-08,11:30 PM,4-24-08 11:30 PM,2330,THEFT BICYCLE UNDER $5000,2,5,April,2008,700 POWELL ST    ,700 POWELL ST,700 POWELL ST,49.2829906,-123.0893921,,
4-25-08,8:00 AM,4-25-08 8:00 AM,800,THEFT BICYCLE UNDER $5000,1,6,April,2008,900 CANADA PL    ,900 CANADA PL,900 CANADA PL,49.2872868,-123.1137298,,
4-25-08,12:00 PM,4-25-08 12:00 PM,1200,THEFT BICYCLE OVER $5000,2,6,April,2008,100 REGIMENT SQ    ,100 REGIMENT SQ,100 REGIMENT SQ,49.2785605,-123.1100619,,
4-26-08,3:00 PM,4-26-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,7,April,2008,1400 RICHARDS ST    ,1400 RICHARDS ST,1400 RICHARDS ST,49.2738318,-123.1273135,,
4-26-08,6:45 PM,4-26-08 6:45 PM,1845,THEFT BICYCLE UNDER $5000,2,7,April,2008,200 E GEORGIA ST   ,200 E GEORGIA ST,200 E GEORGIA ST,49.2785516,-123.0989255,,
4-26-08,10:00 PM,4-26-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,7,April,2008,2100 W 44TH AVE   ,2100 W 44TH AVE,2100 W 44TH AVE,49.2318664,-123.1564654,,
4-27-08,1:30 AM,4-27-08 1:30 AM,130,THEFT BICYCLE UNDER $5000,2,1,April,2008,700 COMMERCIAL DR    ,700 COMMERCIAL DR,700 COMMERCIAL DR,49.278473,-123.070413,,
4-27-08,12:30 PM,4-27-08 12:30 PM,1230,THEFT BICYCLE UNDER $5000,1,1,April,2008,600 PIPELINE RD    ,600 PIPELINE RD,600 PIPELINE RD,49.2996215,-123.1357611,,
4-27-08,1:00 PM,4-27-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,1,1,April,2008,HORNBY ST / ROBSON ST,HORNBY ST / ROBSON ST,HORNBY ST & ROBSON ST,49.2826433,-123.1217946,,
4-27-08,2:05 PM,4-27-08 2:05 PM,1405,THEFT BICYCLE UNDER $5000,99,1,April,2008,1 NK_LOC,1 NK_LOC,1 NK_LOC,, ,,
4-27-08,6:00 PM,4-27-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,1,April,2008,1400 LAMEYS MILL RD   ,1400 LAMEYS MILL RD,1400 LAMEYS MILL RD,49.2669882,-123.1332964,,
4-28-08,12:35 AM,4-28-08 12:35 AM,35,THEFT BICYCLE UNDER $5000,4,2,April,2008,BALACLAVA ST / W 31ST AVE,BALACLAVA ST / W 31ST AVE,BALACLAVA ST & W 31ST AVE,49.24421,-123.175726,,
4-28-08,11:00 PM,4-28-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,2,April,2008,300 POWELL ST    ,300 POWELL ST,300 POWELL ST,49.2827475,-123.0975859,,
4-29-08,12:00 PM,4-29-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,3,April,2008,1100 BEACH AVE    ,1100 BEACH AVE,1100 BEACH AVE,49.278429,-123.1362861,,
4-30-08,11:09 AM,4-30-08 11:09 AM,1109,THEFT BICYCLE UNDER $5000,1,4,April,2008,800 AVISON WAY    ,800 AVISON WAY,700-800 AVISON WAY,49.3002759,-123.1303614,,
5-1-08,12:35 PM,5-1-08 12:35 PM,1235,THEFT BICYCLE UNDER $5000,1,5,May,2008,1100 HOWE ST    ,1100 HOWE ST,1100 HOWE ST,49.2788193,-123.1256981,,
5-1-08,2:00 PM,5-1-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,5,May,2008,900 GRANVILLE ST    ,900 GRANVILLE ST,900 GRANVILLE ST,49.2801633,-123.1213717,,
5-1-08,11:00 PM,5-1-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,5,May,2008,700 UNION ST    ,700 UNION ST,700 UNION ST,49.2774845,-123.0895813,,
5-2-08,7:00 AM,5-2-08 7:00 AM,700,THEFT BICYCLE UNDER $5000,4,6,May,2008,800 W 12TH AVE   ,800 W 12TH AVE,800 W 12TH AVE,49.260502,-123.1218318,,
5-2-08,3:00 PM,5-2-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,6,May,2008,1000 HOWE ST    ,1000 HOWE ST,1000 HOWE ST,49.2798482,-123.1241174,,
5-2-08,5:00 PM,5-2-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,3,6,May,2008,1900 E KENT AVE S  ,1900 E KENT AVE S,1900 E KENT AVE S,49.2074568,-123.0670576,,
5-2-08,11:00 PM,5-2-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,6,May,2008,2700 W 2ND AVE   ,2700 W 2ND AVE,2700 W 2ND AVE,49.2701182,-123.1663792,,
5-3-08,5:15 PM,5-3-08 5:15 PM,1715,THEFT BICYCLE UNDER $5000,4,7,May,2008,3600 W 4TH AVE   ,3600 W 4TH AVE,3600 W 4TH AVE,49.2685978,-123.1837242,,
5-3-08,9:00 PM,5-3-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,1,7,May,2008,NICOLA ST / ROBSON ST,NICOLA ST / ROBSON ST,NICOLA ST & ROBSON ST,49.288684,-123.1311,,
5-3-08,10:00 PM,5-3-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,1,7,May,2008,1200 COMOX ST    ,1200 COMOX ST,1200 COMOX ST,49.2832307,-123.1313034,,
5-3-08,10:00 PM,5-3-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,7,May,2008,1200 W 71ST AVE   ,1200 W 71ST AVE,1200 W 71ST AVE,49.2069231,-123.1316121,,
5-4-08,12:00 AM,5-4-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,1,May,2008,900 W 22ND AVE   ,900 W 22ND AVE,900 W 22ND AVE,49.2516594,-123.1248238,,
5-4-08,10:00 AM,5-4-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,1,1,May,2008,800 AVISON WAY    ,800 AVISON WAY,700-800 AVISON WAY,49.3002759,-123.1303614,,
5-4-08,11:00 AM,5-4-08 11:00 AM,1100,THEFT BICYCLE UNDER $5000,4,1,May,2008,JOHNSTON ST / DURANLEAU ST,JOHNSTON ST / DURANLEAU ST,JOHNSTON ST & DURANLEAU ST,49.2726861,-123.1359518,,
5-4-08,1:00 PM,5-4-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,2,1,May,2008,700 TERMINAL AVE    ,700 TERMINAL AVE,700 TERMINAL AVE,49.2708502,-123.0890357,,
5-4-08,1:05 PM,5-4-08 1:05 PM,1305,THEFT BICYCLE UNDER $5000,2,1,May,2008,200 E HASTINGS ST   ,200 E HASTINGS ST,200 E HASTINGS ST,49.2813252,-123.0996132,,
5-4-08,1:45 PM,5-4-08 1:45 PM,1345,THEFT BICYCLE UNDER $5000,1,1,May,2008,800 AVISON WAY    ,800 AVISON WAY,700-800 AVISON WAY,49.3002759,-123.1303614,,
5-4-08,2:15 PM,5-4-08 2:15 PM,1415,THEFT BICYCLE UNDER $5000,4,1,May,2008,0 E 19TH AVE   ,0 E 19TH AVE,0 E 19TH AVE,49.2537519,-123.1046707,,
5-4-08,6:00 PM,5-4-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,1,May,2008,1600 NAPIER ST    ,1600 NAPIER ST,1600 NAPIER ST,49.2748411,-123.0694267,,
5-4-08,7:00 PM,5-4-08 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,1,May,2008,1100 W PENDER ST   ,1100 W PENDER ST,1100 W PENDER ST,49.2875563,-123.1205657,,
5-4-08,9:00 PM,5-4-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,1,1,May,2008,900 HOMER ST    ,900 HOMER ST,900 HOMER ST,49.2784696,-123.1184212,,
5-4-08,9:30 PM,5-4-08 9:30 PM,2130,THEFT BICYCLE UNDER $5000,4,1,May,2008,200 E 19TH AVE   ,200 E 19TH AVE,200 E 19TH AVE,49.2536909,-123.1009821,,
