Ministry,Request #,Applicant,Description,End Date,Disposition,Publication Status,Reason
Agriculture,AGR-2012-00039,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframes of October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 09-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00040,Political Party,"The Minister's Office Administrative Assistant's Outlook calendar for the timeframes of October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 09-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00041,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe of October 1, 2011 to October 31, 2011 and April 1, 2012 - May 31, 2012.", 09-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00051,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 30-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00052,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 30-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00053,Political Party,"The Minister's Office Administrative Assistant's Outlook Calendar for the timeframe June 1, 2012 - June 30, 2012.", 30-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00054,Political Party,"The Deputy Minister's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 22-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00055,Political Party,"The Assistant Deputy Ministers' Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 24-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00056,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe July 1, 2012 to July 31, 2012.", 06-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00057,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe July 1, 2012  to  July 31, 2012.", 06-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00058,Political Party,"The Minister's Office Administrative Assistant's Outlook Calendar for the timeframe July 1, 2012 to July 31, 2012.", 06-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00060,Political Party,"The Deputy Minister's Outlook calendar for the timeframe July 1, 2012  to July 31, 2012.", 07-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00070,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 11-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00071,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 09-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,AGR-2012-00072,Political Party,"The Minister's Office Administrative Assistant's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 16-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Agriculture,MAL-2010-00034,Individual,"All project descriptions on all projects funded under the Canada-British Columbia Specified Risk Material Management Program(SRMMP) including the unaudited financial reports; All project descriptions funded under the Livestock Waste Tissue Initiative(LWTI); All correspondence related to the Inciner8 Model A2600HF trial conducted at Rodear Meats in Big Lake, BC in 2008-2009; All correspondence between (named individual) and the Ministry regarding file #08-0663-FOR; All correspondence related to game farming licence requirements between the ministry and the (named individual's).

Narrowed to:
emails regarding the effectiveness, integrity and safety of the incinerator, including the need for a tertiary burner, poor emissions and a cracked liner.", 06-Dec-2011,Partial Disclosure,Do Not Publish,Personal information
Children and Family Development,CFD-2011-00852,Political Party,"All records, in any form, related to the Minister's or Minister of State's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 13-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-00853,Political Party,"All records, in any form, related to the Ministerial Assistant's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 21-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-00861,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 23-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-00989,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 19-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-00995,Political Party,"All records, in any form, related to the Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 27-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01001,Political Party,"All records, in any form, related to the Ministerial Assistant's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 15-Nov-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01116,Political Party,"Any and all records related to the Assistant Deputy Minister's Outlook calendar for the timeframe of January 1, 2011 to July 31, 2011", 16-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01179,Political Party,"The Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 22-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01181,Political Party,"The Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 02-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01183,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 05-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01190,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 15-May-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01341,Political Party,"The Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 23-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01343,Political Party,"The Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 15-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01345,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 15-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01346,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011", 31-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2011-01615,Other Governments,"Briefing Notes, Communications and Speakers Notes, for the November 23, 2011 Deputy Minister (MCFD) meeting with Delegated Aboriginal Agencies and for the MCFD Framework for Developing Strategic and Operational Action Plan with Aboriginal Communities and Agencies; Information pertaining to the First Nations Child and Family Wellness Council.", 22-Feb-2012,Partial Disclosure,Do Not Publish,First Nations Information
Children and Family Development,CFD-2012-00039,Political Party,"The Outlook Calendar of the Minister's Office Administrative Assistant for the timeframe October 31, 2011 to December 31, 2011.", 20-Feb-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00040,Political Party,"The Deputy Minister's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 02-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00041,Political Party,"The Minister's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 20-Feb-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00042,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe Oct 31, 2011 to Dec 31, 2011.", 02-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00044,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 20-Feb-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00047,Media,"The Minister's Outlook calendar for the period January 1, 2011 to September 30, 2011.", 27-Mar-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00502,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 24-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00510,Political Party,"The Minister's Office Administrative Assistant's Outlook Calendar for the timeframe January 1, 2012 to March 31, 2012.", 16-May-2012,Full Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00513,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 16-May-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00514,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 18-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00516,Political Party,"The Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 15-May-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00867,Political Party,"The Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012", 10-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00871,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframes of October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 11-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Children and Family Development,CFD-2012-00873,Political Party,"The Minister's Office Administrative Assistant's Outlook calendar for the timeframes of October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 20-Jul-2012,Full Disclosure,Do Not Publish,Security Information
