CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2006-06-22,200,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2006-08-03,130,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2006-09-20,200,4,TERRY VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2006-11-30,225,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2006-12-15,20,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2006-12-31,200,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2006-12-31,100,4,TERRI VAN STEINBURG,CAROLYN CHALIFOUX,BC NDP,,
UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE FITTING INDUSTRY,2006-06-02,300,4,JOE SHAYLER,ALEX MACDONALD,BC NDP,,
PRINCE GEORGE & DISTRICT LABOUR COUNCIL,2006-09-28,1000,4,WAYNE MILLES,DOUG TEDFORD,BC NDP,,
PRINCE GEORGE & DISTRICT LABOUR COUNCIL,2006-11-09,400,4,WAYNE MILLS,DOUG TEDFORD,BC NDP,,
QUESNEL & DISTRICT LABOUR COUNCIL,2006-09-28,500,4,VICTOR JOHNSTON,GOTTFRID JANZE,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2006-01-13,352,4,FRED ROYCROFT,WILLIAM MOSKI,BC NDP,,
SOUTH OKANAGAN BOUNDARY LABOUR COUNCIL,2006-12-20,300,4,BRIGID KEMP,COLLEEN WIENS,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 244,2006-12-22,300,4,MIKE MCDONALD,ROGER FITZPATRICK,BC NDP,,
SOUTH CARIBOO LABOUR COUNCIL,2006-05-12,200,4,NORM PREVOST,HARRY BEEL,BC NDP,,
SOUTH CARIBOO LABOUR COUNCIL,2006-12-29,300,4,NORM PREVOST,HARRY BEEL,BC NDP,,
TAXI DRIVERS UNION,2006-06-02,300,4,MOHAN KANG,GUENTER BERGMANN,BC NDP,,
TEAMSTERS UNION LOCAL 155,2006-05-18,100,4,MIKLE MURPHY,BRUCE SCOTT,BC NDP,,
TEAMSTERS UNION LOCAL 155,2006-05-18,600,4,MIKLE MURPHY,BRUCE SCOTT,BC NDP,,
UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE FITTING INDUSTRY LOCAL 170,2006-06-29,400,4,JOE SHAYLER,ALEX MACDONALD,BC NDP,,
UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE FITTING INDUSTRY LOCAL 170,2006-09-20,200,4,JOE SHAYLER,ALEX MACDONALD,BC NDP,,
UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE FITTING INDUSTRY LOCAL 170,2006-11-23,400,4,JOE SHAYLER,ALEX MACDONALD,BC NDP,,
UNITED FOOD & COMMERCIAL WORKERS UNION LOCAL 1518,2006-06-15,160,4,IVAN LIMPRIGHT,FRANK POZZOBON,BC NDP,,
UNITED FOOD & COMMERCIAL WORKERS UNION LOCAL 1518,2006-08-31,200,4,IVAN LIMPRIGHT,FRANK POZZOBON,BC NDP,,
UNITED FOOD & COMMERCIAL WORKERS UNION LOCAL 1518,2006-09-26,500,4,IVAN LIMPRIGHT,FRANK POZZOBON,BC NDP,,
UNITED FOOD & COMMERCIAL WORKERS UNION LOCAL 1518,2006-11-09,4800,4,IVAN LIMPRIGHT,FRANK POZZOBON,BC NDP,,
UNITED FOOD & COMMERCIAL WORKERS UNION LOCAL 1518,2006-12-01,500,4,IVAN LIMPRIGHT,FRANK POZZOBON,BC NDP,,
UNION OF BC PERFORMERS,2006-06-02,300,4,HOWARD STOREY,ROB MORTON,BC NDP,,
UNITE HERE LOCAL 40,2006-08-03,260,4,JIM PEARSON,SHELLY ERVIN,BC NDP,,
UNITE HERE LOCAL 40,2006-11-30,600,4,JIM PEARSON,SHELLY ERVIN,BC NDP,,
UNITED STEELWORKERS DISTRICT 3,2006-02-24,98,4,STEVE HUNT,KEN NEUMANN,BC NDP,,
UNITED STEELWORKERS DISTRICT 3,2006-05-12,200,4,STEVE HUNT,KEN NEUMANN,BC NDP,,
UNITED STEELWORKERS DISTRICT 3,2006-08-03,650,4,STEVE HUNT,KEN NEUMANN,BC NDP,,
UNITED STEELWORKERS DISTRICT 3,2006-11-30,225,4,STEVE HUNT,KEN NEUMANN,BC NDP,,
UNITED STEELWORKERS DISTRICT 3,2006-11-30,45,4,STEVE HUNT,KEN NEUMANN,BC NDP,,
UNITED STEELWORKERS LOCAL 1-3567,2006-11-30,750,4,BRIAN HARDER,DON WHITE,BC NDP,,
UNITED STEELWORKERS LOCAL 1-3567,2006-12-21,1673,4,BRIAN HARDER,DON WHITE,BC NDP,,
UNITED STEELWORKERS LOCAL 2952,2006-08-03,130,4,SCOTT MCRITCHIE,MARK WALLIN,BC NDP,,
UNITED STEELWORKERS LOCAL 2952,2006-11-30,300,4,SCOTT MCRITCHIE,MARK WALLIN,BC NDP,,
UNITED STEELWORKERS LOCAL 2952,2006-11-30,60,4,SCOTT MCRITCHIE,MARK WALLIN,BC NDP,,
UNITED STEELWORKERS LOCAL 2952,2006-12-01,200,4,SCOTT MCRITCHIE,MARK WALLIN,BC NDP,,
VANCOUVER ISLAND BUILDING & CONSTRUCTION TRADES,2006-10-05,300,4,PHIL VENOIT,MARK CURTIS,BC NDP,,
VANCOUVER ISLAND & VICTORIA DISTRICT METAL TRADES,2006-10-05,600,4,BILL MORRISON,PHIL VENOIT,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-02-11,100,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-02-18,200,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-02-18,200,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-03-02,200,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-03-04,150,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-03-09,100,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-03-24,150,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-03-24,150,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-04-12,450,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-04-18,450,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-04-18,100,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-04-19,100,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-04-22,200,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-04-28,225,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-04-29,200,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-04-29,200,4,,,BC NDP,,
NEW WESTMINSTER & DISTRICT LABOUR COUNCIL,2005-05-03,250,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-02-11,56,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-03-02,61,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-04-13,62,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-04-27,150,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-05-11,66,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-05-17,63,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-07-08,64,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-08-05,65,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-09-08,59,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-10-14,63,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-11-03,63,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 517,2005-12-09,68,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-02-11,434,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-03-02,474,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-04-13,363,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-04-19,450,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-04,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-04,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-05,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-05,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-05,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-06,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-09,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-09,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-09,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-09,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-09,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-10,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-11,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-11,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-11,497,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-11,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-12,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-13,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-17,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-05-17,359,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-07-08,456,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-08-05,388,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-09-08,414,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-10-14,507,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-11-03,500,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-11-03,402,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-12-09,473,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-12-31,1000,4,,,BC NDP,,
RETAIL WORKERS UNION LOCAL 580,2005-12-31,1000,4,,,BC NDP,,
SOUTH OKANAGAN BOUNDARY LABOUR COUNCIL,2005-03-02,100,4,,,BC NDP,,
SOUTH OKANAGAN BOUNDARY LABOUR COUNCIL,2005-05-17,250,4,,,BC NDP,,
SOUTH OKANAGAN BOUNDARY LABOUR COUNCIL,2005-05-17,300,4,,,BC NDP,,
SOUTH OKANAGAN BOUNDARY LABOUR COUNCIL,2005-05-17,180,4,,,BC NDP,,
SOUTH OKANAGAN BOUNDARY LABOUR COUNCIL,2005-10-14,10,4,,,BC NDP,,
SOUTH OKANAGAN BOUNDARY LABOUR COUNCIL,2005-12-23,200,4,,,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION,2005-04-25,500,4,,,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION,2005-04-27,500,4,,,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION,2005-11-10,200,4,,,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION,2005-11-10,120,4,,,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION,2005-12-31,500,4,,,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION CANADIAN COUNCIL,2005-06-03,500,4,J. CAMERON NELSON,EDWARD (TED) MANSELL,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 244,2005-05-12,500,4,,,BC NDP,,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 244,2005-10-14,480,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-04-29,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-02,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-03,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-04,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-04,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-06,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-06,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-10,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-12,600,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-05-12,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 276,2005-08-05,200,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 280,2005-04-22,400,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 280,2005-05-04,100,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 280,2005-05-06,400,4,,,BC NDP,,
SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION LOCAL 280,2005-05-17,100,4,,,BC NDP,,
AMBULANCE PARAMEDICS OF BC CUPE 873,2006-04-10,320,4,JOHN STROHMAIER,TOM MANZ,BC UNITED,,
AMBULANCE PARAMEDICS OF BC CUPE 873,2006-05-01,1495,4,JOHN STROHMAIER,TOM MANZ,BC UNITED,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 323 BURNABY,2006-03-22,300,4,JIM PEEVER,JOHN MCQUAID,BC UNITED,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 323 BURNABY,2006-06-16,400,4,JIM PEEVER,JOHN MCQUAID,BC UNITED,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 323 BURNABY,2006-10-30,450,4,JIM PEEVER,JOHN MCQUAID,BC UNITED,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2011-09-15,610,4,DARRYL WALKER,STEPHANIE SMITH,BC NDP,,
INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 115,2008-02-13,1000,4,LIONEL RAILTON,GARY KROEKER,BC UNITED,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2007-02-15,120,4,DON DOERKSEN,RICHARD GORDON,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2007-05-17,200,4,DON DOERKSEN,RICHARD GORDON,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2007-05-31,100,4,DON DOERKSEN,RICHARD GORDON,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2007-08-31,100,4,DON DOERKSEN,RICHARD GORDON,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2007-09-20,500,4,DON DOERKSEN,RICHARD GORDON,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2007-10-26,60,4,DON DOERKSEN,RICHARD GORDON,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2007-12-28,200,4,DON DOERKSEN,RICHARD GORDON,BC NDP,,
BC FEDERATION OF LABOUR,2007-02-01,120,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-02-15,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-02-22,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-03-22,300,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-03-22,198,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-03-30,250,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-05-10,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-05-31,800,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-05-31,400,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-05-31,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-05-31,225,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-05-31,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-06-14,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-07-19,250,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-07-19,400,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-09-20,1000,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-09-20,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-09-20,500,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-09-20,500,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-09-20,1000,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-10-31,1200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-10-31,250,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-10-31,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-11-15,100,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-11-15,250,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-11-15,250,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-11-15,250,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-11-22,10000,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-12-13,675,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-12-19,1000,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-12-31,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC FEDERATION OF LABOUR,2007-12-31,200,4,JIM SINCLAIR,ANGELA SCHIRA,BC NDP,,
BC NURSES' UNION,2007-09-20,375,4,DEBRA MCPHERSON,MABEL MEI-PO TUNG,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-01-07,240,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-03-08,100,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-03-29,400,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-03-29,198,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-04-13,75000,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-05-01,200,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-05-17,400,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-05-17,475,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-05-31,200,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-06-07,800,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-07-05,600,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-07-12,200,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-07-13,450,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-07-26,300,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-07-31,400,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
BC GOVERNMENT & SERVICE EMPLOYEES' UNION,2007-09-14,750,4,GEORGE HEYMAN,JUDI FILION,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1286 RICHMOND,2008-02-06,500,4,TIM WILKINSON,GREG DEANE,BC UNITED,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1286 RICHMOND,2008-07-28,250,4,TIM WILKINSON,GREG DEANE,BC UNITED,,
CARPENTERS LOCAL 1598,2005-04-08,250,4,,,BC NDP,,
CARPENTERS LOCAL 1598,2005-04-14,250,4,,,BC NDP,,
CARPENTERS LOCAL 1598,2005-05-11,500,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-09,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-09,150,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-09,100,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-10,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-10,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-10,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-11,150,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-11,150,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-11,100,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-11,100,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-11,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-11,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-16,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-16,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-17,200,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-05-17,80,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-06-01,150,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-06-01,100,4,,,BC NDP,,
CARPENTERS LOCAL 1995 (CJA),2005-12-31,200,4,,,BC NDP,,
CARPENTERS LOCAL 2300,2005-04-14,500,4,,,BC NDP,,
CARPENTERS LOCAL 2300,2005-04-19,500,4,,,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1372A PRINCE GEORGE,2006-02-14,520,4,JOHN IVERSON,BLAKE KING,BC UNITED,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-04-22,200,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-05-03,100,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-05-05,390,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-05-06,200,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-05-13,50,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-06-30,240,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-08-05,100,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-08-05,80,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-09-15,2640,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-11-24,300,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-11-24,300,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-11-24,300,4,,,BC NDP,,
BC & YUKON TERRITORY BUILDING & CONSTRUCTION TRADES COUNCIL,2005-12-31,2395,4,,,BC NDP,,
BC PROFESSIONAL FIRE FIGHTERS ASSOCIATION,2005-09-02,200,4,,,BC NDP,,
BC PROFESSIONAL FIRE FIGHTERS ASSOCIATION,2005-09-30,350,4,,,BC NDP,,
BC FEDERATION OF LABOUR,2005-02-18,400,4,,,BC NDP,,
BC FEDERATION OF LABOUR,2005-02-18,480,4,,,BC NDP,,
BC FEDERATION OF LABOUR,2005-02-18,320,4,,,BC NDP,,
BC FEDERATION OF LABOUR,2005-02-18,1750,4,,,BC NDP,,
BC FEDERATION OF LABOUR,2005-02-18,1000,4,,,BC NDP,,
BC FEDERATION OF LABOUR,2005-02-18,400,4,,,BC NDP,,
BC FEDERATION OF LABOUR,2005-03-02,300,4,,,BC NDP,,
