CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
ANTHEM PROPERTIES GROUP LTD,2009-12-22,7500,2,ERIC CARLSON,,BC UNITED,,
ANTHEM PROPERTIES GROUP LTD,2009-12-22,10000,2,ERIC CARLSON,,BC UNITED,,
ANTHEM PROPERTIES GROUP LTD,2009-12-31,1000,2,ERIC CARLSON,,BC UNITED,,
ANTHONY'S AUTO SALES INC,2009-04-01,500,2,,,BC UNITED,,
AON REED STENHOUSE INC,2009-02-18,5000,2,,,BC UNITED,,
APEX BUILDING SCIENCES INC,2009-05-06,250,2,,,BC UNITED,,
APEX BUILDING SCIENCES INC,2009-05-06,250,2,,,BC UNITED,,
APEX BUILDING SCIENCES INC,2009-05-07,200,2,,,BC UNITED,,
APLIN & MARTIN CONSULTANTS LTD,2009-04-06,300,2,,,BC UNITED,,
APNA ROOTS,2009-04-10,5200,2,,,BC UNITED,,
APOTEX INC,2009-04-30,200,2,,,BC UNITED,,
APOTEX INC,2009-05-01,200,2,,,BC UNITED,,
APOTEX INC,2009-05-01,250,2,,,BC UNITED,,
APOTEX INC,2009-05-05,200,2,,,BC UNITED,,
APOTEX INC,2009-05-08,200,2,,,BC UNITED,,
APOTEX INC,2009-05-12,200,2,,,BC UNITED,,
APOTEX INC,2009-05-31,200,2,,,BC UNITED,,
APPA SEAFOOD LTD,2009-04-08,1000,2,,,BC UNITED,,
APPEL ESTATES LTD,2009-05-12,2000,2,,,BC UNITED,,
ARAL DEVELOPMENTS LTD,2009-05-05,500,2,,,BC UNITED,,
ARBUTUS GROVE NURSERY LTD,2009-05-17,350,2,,,BC UNITED,,
ARBUTUS ROAD INVESTMENTS INC,2009-02-18,1275,2,,,BC UNITED,,
ARC ASPHALT RECYCLING INC,2009-05-12,1000,2,,,BC UNITED,,
ARCHIE JOHNSTONE PLUMBING & HEATING LTD,2009-01-26,1500,2,,,BC UNITED,,
ARCTIC CONST. LTD,2009-05-28,1000,2,,,BC UNITED,,
ARCTIC MANUFACTURING LTD,2009-02-11,130,2,,,BC UNITED,,
ARCTIC MANUFACTURING LTD,2009-05-25,200,2,,,BC UNITED,,
ARDEW WOOD PRODUCTS LTD,2009-05-01,3000,2,,,BC UNITED,,
ARGO ROAD MAINTENANCE INC SOUTH OKANAGAN,2009-04-27,1000,2,,,BC UNITED,,
ARGO ROAD MAINTENANCE INC THOMPSON,2009-02-23,2000,2,RJ CHAMBERS,,BC UNITED,,
ARGO ROAD MAINTENANCE INC THOMPSON,2009-05-15,5000,2,RJ CHAMBERS,,BC UNITED,,
ARGON ELECTRICAL SERVICES INC,2009-05-11,300,2,,,BC UNITED,,
ARGUS HOLDINGS LTD,2009-04-30,1000,2,,,BC UNITED,,
ARIN INDUSTRIES INC,2009-02-23,500,2,,,BC UNITED,,
ARIN INDUSTRIES INC,2009-09-22,20,2,,,BC UNITED,,
ARIN INDUSTRIES INC,2009-09-22,80,2,,,BC UNITED,,
ARISE VENTURES LTD,2009-04-28,500,2,,,BC UNITED,,
ARITZIA HOLDING INC,2009-05-29,15000,2,BRIAN HILL,,BC UNITED,,
ARKIS DEVELOPMENT LTD,2009-04-15,500,2,,,BC UNITED,,
ARMSTRONG ENGINEERING AND LAND SURVEYING INC,2009-04-24,300,2,JOHN ARMSTRONG,,BC UNITED,,
ARMY & NAVY DEPT STORE LTD,2009-05-01,500,2,JACQUI COHEN,,BC UNITED,,
AROMA FOODS LTD,2009-05-19,500,2,,,BC UNITED,,
AROS DEVLOPMENT LTD,2009-05-01,1000,2,JAMES D. MCLEAN,,BC UNITED,,
ARPEG HOLDINGS LTD,2009-02-02,1400,2,C MATHISEN,,BC UNITED,,
ARPEG HOLDINGS LTD,2009-04-02,500,2,C MATHISEN,,BC UNITED,,
ARPEG HOLDINGS LTD,2009-11-27,25,2,C MATHISEN,,BC UNITED,,
ARPEG HOLDINGS LTD,2009-12-03,25000,2,C MATHISEN,,BC UNITED,,
ARROW INSTALLATIONS LTD,2009-01-07,1000,2,,,BC UNITED,,
ARROW INSTALLATIONS LTD,2009-02-02,100,2,,,BC UNITED,,
ARROW INSURANCE AGENCY LTD,2009-05-04,500,2,,,BC UNITED,,
ARROW TRANSPORTATION SYSTEMS INC,2009-02-18,125,2,"JACK CHARLES, SR",D.C. BROWN,BC UNITED,,
ARROW TRANSPORTATION SYSTEMS INC,2009-02-18,125,2,"JACK CHARLES, SR",D.C. BROWN,BC UNITED,,
ARROW TRANSPORTATION SYSTEMS INC,2009-03-11,20000,2,"JACK CHARLES, SR",D.C. BROWN,BC UNITED,,
ARROW TRANSPORTATION SYSTEMS INC,2009-11-13,3500,2,"JACK CHARLES, SR",D.C. BROWN,BC UNITED,,
ARTEC ENTERPRISES LTD,2009-05-25,150,2,RONALD B. HOWARD,,BC UNITED,,
ARTEC ENTERPRISES LTD,2009-06-04,250,2,RONALD B. HOWARD,,BC UNITED,,
ARTHON CONSTRUCTION LTD,2009-05-08,1150,2,,,BC UNITED,,
ARTHON CONTRACTORS INC,2009-05-08,1150,2,,,BC UNITED,,
ASCENT PUBLIC AFFAIRS INC,2009-03-11,400,2,KIMANDA JARZEBIAK,,BC UNITED,,
ASCENT PUBLIC AFFAIRS INC,2009-04-17,800,2,KIMANDA JARZEBIAK,,BC UNITED,,
ASCENT PUBLIC AFFAIRS INC,2009-04-13,367.5,2,KIMANDA JARZEBIAK,,BC UNITED,,
ASCENT PUBLIC AFFAIRS INC,2009-09-22,600,2,KIMANDA JARZEBIAK,,BC UNITED,,
ASH STREET CAPITAL CORP,2009-03-25,1000,2,,,BC UNITED,,
ASHIA MODE CLOTHING INC,2009-02-25,5000,2,,,BC UNITED,,
ASHIA MODE CLOTHING INC,2009-05-01,500,2,,,BC UNITED,,
ASIA PACIFIC ALARM CORP,2009-06-17,300,2,,,BC UNITED,,
ASPAC DEVELOPMENTS LTD,2009-02-11,3500,2,,,BC UNITED,,
ASPAC DEVELOPMENTS LTD,2009-05-12,564,2,,,BC UNITED,,
ASPEN PLANERS LTD,2009-04-15,500,2,,,BC UNITED,,
ASPEN PLANERS LTD,2009-05-01,1000,2,,,BC UNITED,,
ASPEN PLANERS LTD,2009-11-13,1750,2,,,BC UNITED,,
ASSOCIATED BUILDING CREDITS LTD,2009-04-22,3000,2,,,BC UNITED,,
ASSOCIATED ENGINEERING (BC) LTD,2009-03-02,700,2,KERRY R RUDD,ALISTAIR BLACK,BC UNITED,,
ASSOCIATED ENGINEERING (BC) LTD,2009-03-25,600,2,KERRY R RUDD,ALISTAIR BLACK,BC UNITED,,
ASTRAZENECA CANADA INC,2009-01-21,250,2,GEORGE SAMOIL,,BC UNITED,,
ASTRAZENECA CANADA INC,2009-02-03,700,2,GEORGE SAMOIL,,BC UNITED,,
ASTRAZENECA CANADA INC,2009-03-11,400,2,GEORGE SAMOIL,,BC UNITED,,
ASTRAZENECA CANADA INC,2009-04-02,300,2,GEORGE SAMOIL,,BC UNITED,,
ASTRAZENECA CANADA INC,2009-04-20,500,2,GEORGE SAMOIL,,BC UNITED,,
ASTRAZENECA CANADA INC,2009-05-12,250,2,GEORGE SAMOIL,,BC UNITED,,
ASTRAZENECA CANADA INC,2009-12-10,500,2,GEORGE SAMOIL,,BC UNITED,,
ASTRAZENECA CANADA INC,2009-12-31,50,2,GEORGE SAMOIL,,BC UNITED,,
ASTRAZENECA CANADA INC,2009-12-31,250,2,GEORGE SAMOIL,,BC UNITED,,
ATACAMA MINERALS CORP,2009-02-03,10000,2,,,BC UNITED,,
ATCO WOOD PRODUCTS LTD,2009-05-05,1000,2,,,BC UNITED,,
ATCO WOOD PRODUCTS LTD,2009-06-20,1000,2,,,BC UNITED,,
ATLAS BUILDING PRODUCTS LTD,2009-05-13,500,2,,,BC UNITED,,
ATLAS ENGINEERED PRODUCTS LTD ATLAS TRUSS,2009-05-12,960,2,,,BC UNITED,,
ATLAS ENGINEERED PRODUCTS LTD,2009-04-20,200,2,,,BC UNITED,,
ATLAS ENGINEERED PRODUCTS LTD,2009-04-20,500,2,,,BC UNITED,,
ATLAS ENGINEERED PRODUCTS LTD,2009-04-20,2500,2,,,BC UNITED,,
ATLAS ENGINEERED PRODUCTS LTD ATLAS TRUSS,2009-04-25,960,2,,,BC UNITED,,
ATLIN PROPERTY DEVELOPMENT CORP,2009-05-07,500,2,,,BC UNITED,,
ATOMIC CRAYON WEB DEVELOPMENT LTD,2009-06-05,300,2,,,BC UNITED,,
AUGUSTINE TRUCKING LTD,2009-03-27,1100,2,,,BC UNITED,,
AUTOCANADA LAKEVIEW MOTORS GP INC,2009-04-20,500,2,,,BC UNITED,,
AVALON BREWING COMPANY,2009-04-20,1000,2,MARK JAMES,MICHAEL JAMES,BC UNITED,,
LARCH ENTERPRISES LTD,2009-02-03,3000,2,KEN MAHON,,BC UNITED,,
LARK ENTERPRISES LTD,2009-04-02,1200,2,LARRY FISHER,,BC UNITED,,
LARK ENTERPRISES LTD,2009-05-05,1500,2,LARRY FISHER,,BC UNITED,,
LARK ENTERPRISES LTD,2009-05-25,1500,2,LARRY FISHER,,BC UNITED,,
LARK ENTERPRISES LTD,2009-05-29,1500,2,LARRY FISHER,,BC UNITED,,
LARK ENTERPRISES LTD,2009-07-09,3488,2,LARRY FISHER,,BC UNITED,,
LARK ENTERPRISES LTD,2009-11-23,1200,2,LARRY FISHER,,BC UNITED,,
LARRY ALLEN HOLDINGS (1997) LTD,2009-05-15,500,2,,,BC UNITED,,
LARRY ALLEN HOLDINGS (1997) LTD,2009-05-15,500,2,,,BC UNITED,,
LARRY INDUSTRIES (2007) INC,2009-03-25,1000,2,,,BC UNITED,,
LASER VALLEY TECHNOLOGIES CORP,2009-04-15,350,2,,,BC UNITED,,
LASER VALLEY TECHNOLOGIES CORP,2009-11-10,575,2,,,BC UNITED,,
LAWRENCE ENTERPRISES LTD,2009-05-08,2000,2,,,BC UNITED,,
LDK LAW CORP SERVICES LTD,2009-03-25,250,2,,,BC UNITED,,
LDK LAW CORP SERVICES LTD,2009-04-20,250,2,,,BC UNITED,,
LEA ENGINEERING ASSOCIATES LTD,2009-06-05,500,2,,,BC UNITED,,
LEANNE COMMUNICATIONS INC,2009-03-11,1000,2,,,BC UNITED,,
LEDCOR CMI LTD,2009-01-21,2100,2,,,BC UNITED,,
LEDCOR CMI LTD,2009-02-18,5000,2,,,BC UNITED,,
LEDCOR CMI LTD,2009-04-15,500,2,,,BC UNITED,,
LEDCOR CMI LTD,2009-05-15,5000,2,,,BC UNITED,,
LEDCOR CONSTRUCTION LTD,2009-01-21,3000,2,LEN ROBINSON,,BC UNITED,,
LEDCOR CONSTRUCTION LTD,2009-05-15,5000,2,LEN ROBINSON,,BC UNITED,,
LEDCOR DESIGN-BUILD (BC) INC,2009-05-15,5000,2,,,BC UNITED,,
LEDCOR HIGHWAY MAINTENANCE LTD,2009-05-21,2500,2,,,BC UNITED,,
LEDCOR INDUSTRIES LTD,2009-12-31,3500,2,DAVID LEDE,,BC UNITED,,
LEDCOR INDUSTRIES LTD,2009-12-31,3500,2,DAVID LEDE,,BC UNITED,,
LEDCOR POWER GROUP LTD,2009-05-26,2500,2,,,BC UNITED,,
LEDINGHAM MANAGEMENT LTD,2009-02-11,400,2,,,BC UNITED,,
LEE AVENUE APARTMENTS,2009-05-15,500,2,,,BC UNITED,,
LEECO REAL ESTATE INVESTMENTS LTD,2009-05-07,1000,2,,,BC UNITED,,
LEGACY ADVISORS LAW CORP,2009-04-07,500,2,,,BC UNITED,,
LEGACY PARK LANDS LTD,2009-02-11,1200,2,,,BC UNITED,,
LEHIGH HANSON MATERIALS LTD,2009-04-15,3500,2,,,BC UNITED,,
LEHIGH HANSON MATERIALS LTD,2009-05-01,15000,2,,,BC UNITED,,
LEHIGH HANSON MATERIALS LTD,2009-05-08,750,2,,,BC UNITED,,
LEHIGH NORTHWEST CEMENT LTD,2009-02-09,3600,2,,,BC UNITED,,
LEMARE LAKE LOGGING LTD,2009-05-12,2000,2,DAVID DUTCYVICH,LINDA DUTCYVICH,BC UNITED,,
LEMARE LAKE LOGGING LTD,2009-05-29,2500,2,DAVID DUTCYVICH,LINDA DUTCYVICH,BC UNITED,,
LENNOX IRISH PUB INC,2009-05-12,3000,2,,,BC UNITED,,
LENNOX IRISH PUB INC,2009-11-23,1200,2,,,BC UNITED,,
LETTER ART NEON LTD,2009-03-24,713,2,,,BC UNITED,,
LEVELTON CONSULTANTS LTD,2009-02-11,250,2,,,BC UNITED,,
LEVELTON CONSULTANTS LTD,2009-03-25,150,2,,,BC UNITED,,
LEVICK ENTERPRISES LTD,2009-05-12,15,2,,,BC UNITED,,
LEVICK ENTERPRISES LTD,2009-05-12,350,2,,,BC UNITED,,
LIBERATED INVESTOR'S CORP,2009-05-15,1000,2,,,BC UNITED,,
LIFEBANK CRYOGENICS CORP,2009-05-12,500,2,,,BC UNITED,,
LIFESCAN CANADA LTD,2009-04-08,900,2,,,BC UNITED,,
LIGNOL ENERGY CORP,2009-06-26,15000,2,,,BC UNITED,,
LIGNUM INVESTMENTS LTD,2009-03-25,7500,2,JAKE KERR,CONRAD PINETTE,BC UNITED,,
LIMONA CONSTRUCTION LTD,2009-04-21,1000,2,,,BC UNITED,,
LINDA J WARREN CO LTD,2009-01-28,1000,2,LINDA J. WARREN,,BC UNITED,,
LINDA J WARREN CO LTD,2009-02-03,1000,2,LINDA J. WARREN,,BC UNITED,,
LINDEN FABRICATING LTD,2009-04-02,10000,2,BRUNO LINDENBLATT,,BC UNITED,,
LINWOOD HOMES LTD,2009-02-03,300,2,,,BC UNITED,,
LIONS COMMUNICATIONS INC,2009-02-11,250,2,,,BC UNITED,,
LIONS COMMUNICATIONS INC,2009-03-25,1000,2,,,BC UNITED,,
LIONS COMMUNICATIONS INC,2009-04-16,500,2,,,BC UNITED,,
LIONS COMMUNICATIONS INC,2009-05-31,175,2,,,BC UNITED,,
LIONS GATE ENERGY INC,2009-03-25,350,2,,,BC UNITED,,
LIQUOR DEPOT GROUP,2009-11-10,900,2,,,BC UNITED,,
LIQUOR STORES GP INC,2009-03-02,3500,2,,,BC UNITED,,
LIQUOR STORES GP INC,2009-05-15,30000,2,,,BC UNITED,,
LIQUOR STORES GP INC,2009-06-17,3888,2,,,BC UNITED,,
LIQUOR STORES GP INC,2009-09-22,3500,2,,,BC UNITED,,
LIQUOR STORES GP INC,2009-11-13,7500,2,,,BC UNITED,,
LIQUOR STORES GP INC,2009-11-23,1200,2,,,BC UNITED,,
LITTLE & DAVIES INSURANCE & FINANCIAL PLANNING,2009-06-06,500,2,,,BC UNITED,,
LITTLE VALLEY HOLDINGS LTD,2009-05-12,1300,2,,,BC UNITED,,
LITTLER FLOORS LTD,2009-04-20,500,2,,,BC UNITED,,
LITTLER FLOORS LTD,2009-04-20,500,2,,,BC UNITED,,
LIVEOAK ENTERPRISES LTD DBA D.W. BUILDERS,2009-04-20,1400,2,DOUG WITTAL,,BC UNITED,,
LNF HOLDINGS INC,2009-03-25,1150,2,,,BC UNITED,,
LOAD'EM UP CONTRACTING LTD,2009-04-13,5000,2,,,BC UNITED,,
LOCATIONS WEST INVESTMENTS LTD,2009-05-05,500,2,,,BC UNITED,,
LOCHBURN PROPERTIES LTD,2009-05-31,350,2,,,BC UNITED,,
LOIS LUMBER LTD,2009-05-12,1250,2,,,BC UNITED,,
LOISELLE INVESTMENTS LTD,2009-04-01,2000,2,,,BC UNITED,,
LOMAK BULK CARRIERS CORP,2009-02-11,520,2,,,BC UNITED,,
LOMAK BULK CARRIERS CORP,2009-03-25,1000,2,,,BC UNITED,,
LONDON DRUGS LTD,2009-02-11,700,2,LAIRD MILLER,BRANDT LOUIE,BC UNITED,,
LONDON DRUGS LTD,2009-02-11,3500,2,LAIRD MILLER,BRANDT LOUIE,BC UNITED,,
LONDON DRUGS LTD,2009-04-08,500,2,LAIRD MILLER,BRANDT LOUIE,BC UNITED,,
LONE BUTTE SUPPLY LTD,2009-05-12,1500,2,,,BC UNITED,,
LONG LAKE NURSERIES 1990 LTD,2009-04-20,200,2,,,BC UNITED,,
LONG LAKE NURSERIES 1990 LTD,2009-05-29,250,2,,,BC UNITED,,
LONGVIEW RESOURCES LTD,2009-04-02,300,2,,,BC UNITED,,
LONSDALE QUAY MARKET,2009-05-08,1000,2,,,BC UNITED,,
LOON LAKE ENTERPRISES LTD,2009-06-01,500,2,,,BC UNITED,,
LORAE CONSTRUCTION LTD,2009-02-11,1000,2,ED SCOTT,,BC UNITED,,
LORTAP ENTERPRISES LTD,2009-04-13,500,2,,,BC UNITED,,
LOTUS VENUES INC,2009-04-20,1000,2,,,BC UNITED,,
20 VIC MANAGEMENT INC LOUGHEED MALL,2009-02-03,1000,2,,,BC UNITED,,
LUMBERWORLD OPERATIONS LTD,2009-05-11,811.06,2,,,BC UNITED,,
LUMBERWORLD OPERATIONS LTD,2009-06-03,300,2,,,BC UNITED,,
M&E VENTURES LTD,2009-04-16,300,2,,,BC UNITED,,
M&M PACIFIC COAST FARMS,2009-04-15,400,2,,,BC UNITED,,
M&J DHALIWAL GREEN ACRES VEGETABLE FARM LTD,2009-04-24,500,2,,,BC UNITED,,
M. BROWN HOLDINGS LTD,2009-02-09,5000,2,,,BC UNITED,,
M. BROWN HOLDINGS LTD,2009-06-02,2000,2,,,BC UNITED,,
M.R. FLEMING & COMPANY,2009-05-01,1000,2,M.R. FLEMING,,BC UNITED,,
M-3 MANAGEMENT,2009-04-02,300,2,,,BC UNITED,,
M3 STEEL KAMLOOPS LTD,2009-03-11,2000,2,,,BC UNITED,,
MA CINNAMOND INVESTMENTS LTD,2009-12-10,350,2,,,BC UNITED,,
MABLE LAKE HOLIDAY CENTRE,2009-04-21,500,2,,,BC UNITED,,
MAC 5 VENTURES LTD,2009-05-12,800,2,STEPHEN MCPHAIL,,BC UNITED,,
MACAW MANAGEMENT LTD,2009-06-19,5000,2,,,BC UNITED,,
MACDERMOTT'S INSURANCE AGENCY LTD,2009-03-18,2500,2,,,BC UNITED,,
MACDONALD COMMERCIAL REAL ESTATE SERVICES LTD,2009-05-12,350,2,,,BC UNITED,,
MACDONALD DEVELOPMENT CORP,2009-02-03,1750,2,ROB MACDONALD,,BC UNITED,,
MACDONALD DEVELOPMENT CORP,2009-03-25,1000,2,ROB MACDONALD,,BC UNITED,,
MACIEL & COMPANY,2009-03-11,400,2,,,BC UNITED,,
MACIEL & COMPANY,2009-09-11,300,2,,,BC UNITED,,
MACK TRUCKING LTD,2009-04-14,1800,2,,,BC UNITED,,
MACKAY MANAGEMENT LTD,2009-02-11,3500,2,,,BC UNITED,,
MACKAY MANAGEMENT LTD,2009-03-02,4000,2,,,BC UNITED,,
MACKENZIE PROJECTS LTD,2009-02-03,3000,2,,,BC UNITED,,
MACQUARIE NORTH AMERICA LTD,2009-02-18,5000,2,,,BC UNITED,,
MACQUARIE NORTH AMERICA LTD,2009-04-13,300,2,,,BC UNITED,,
MAC'S CONVENIENCE STORES INC,2009-10-09,3500,2,,,BC UNITED,,
MAC'S CONVENIENCE STORES INC,2009-10-09,3500,2,,,BC UNITED,,
MAGLIO BUILDING CENTRE LTD,2009-05-10,500,2,,,BC UNITED,,
MAGNUM ROAD BUILDERS LTD,2009-05-08,500,2,,,BC UNITED,,
MAHER TERMINALS HOLDING CORP,2009-05-12,400,2,,,BC UNITED,,
BURROWING OWL ESTATE WINERY,2009-05-04,2500,2,JIM WYSE,SOLE PROPRIETOR,BC UNITED,,
CARIBOO COUNTRY LIVING INC,2009-05-12,285,2,MANFRED ZEINER,,BC UNITED,,
COQUITLAM INN CONVENTION CENTRE,2009-03-25,350,2,RON LITTLE,JOE HERSAK,BC UNITED,,
COQUITLAM INN CONVENTION CENTRE,2009-04-29,500,2,RON LITTLE,JOE HERSAK,BC UNITED,,
COQUITLAM INN CONVENTION CENTRE,2009-05-07,500,2,RON LITTLE,JOE HERSAK,BC UNITED,,
COQUITLAM INN CONVENTION CENTRE,2009-06-05,500,2,RON LITTLE,JOE HERSAK,BC UNITED,,
COQUITLAM INN CONVENTION CENTRE,2009-09-22,500,2,RON LITTLE,JOE HERSAK,BC UNITED,,
COURTYARD TERRACE ASSISTED LIVING RESIDENCE,2009-04-20,500,2,AL JINA,JENNY JINA,BC UNITED,,
BOSTON PIZZA 2116 HOLDINGS LTD,2009-05-12,602.5,2,HANK VAN POELGEEST,ROSE VAN POELGEEST,BC UNITED,,
QUINTETTE OPERATING CORP,2005-01-24,70000,2,NORMAN KEEVIL,,BC UNITED,,
R&D ENTERPRISES LTD,2005-04-06,400,2,,,BC UNITED,,
R&E PROJECTS LTD,2005-04-20,2500,2,,,BC UNITED,,
R&L EXCAVATING DIV OF GAWNE DARBY TRUCKING LTD,2005-05-16,500,2,,,BC UNITED,,
R&R REINFORCING LTD,2005-04-28,1000,2,ED RIVARD,,BC UNITED,,
R-93 ENTERPRISES LTD DBA HOTEL ELDORADO,2005-05-16,1000,2,,,BC UNITED,,
R-93 ENTERPRISES LTD DBA HOTEL ELDORADO,2005-06-30,1500,2,,,BC UNITED,,
R. BARRY FRASER LAW CORP,2005-04-05,300,2,BARRY FRASER,,BC UNITED,,
R. HOPP LOGGING LTD,2005-04-27,1000,2,,,BC UNITED,,
R.B.R. HOLDINGS INC,2005-02-09,5000,2,,,BC UNITED,,
R.C. PURDY CHOCOLATES LTD,2005-03-28,1000,2,KAREN FLAVELLE,CHRIS SAHLI,BC UNITED,,
R.C. PURDY CHOCOLATES LTD,2005-03-28,1000,2,KAREN FLAVELLE,CHRIS SAHLI,BC UNITED,,
R.C. PURDY CHOCOLATES LTD,2005-04-20,1150,2,KAREN FLAVELLE,CHRIS SAHLI,BC UNITED,,
R.C. PURDY CHOCOLATES LTD,2005-06-20,1152,2,KAREN FLAVELLE,CHRIS SAHLI,BC UNITED,,
R.C. PURDY CHOCOLATES LTD,2005-12-16,7500,2,KAREN FLAVELLE,CHRIS SAHLI,BC UNITED,,
R.D. SHANTZ & ASSOCIATES LAW CORP,2005-04-07,300,2,,,BC UNITED,,
R.E. POSTILL & SONS LTD,2005-05-05,500,2,,,BC UNITED,,
R.W. (BOB) WALL LTD,2005-04-28,400,2,,,BC UNITED,,
R.W. (BOB) WALL LTD,2005-04-28,1100,2,,,BC UNITED,,
R.W. BLACKTOP LTD,2005-04-15,400,2,,,BC UNITED,,
R134 ENTERPRISES LTD,2005-05-17,300,2,,,BC UNITED,,
R266 ENTERPRISES LTD,2005-05-17,500,2,,,BC UNITED,,
RAFFLES HOLDINGS LTD,2005-05-17,230,2,,,BC UNITED,,
RAFFLES HOLDINGS LTD,2005-07-15,30,2,,,BC UNITED,,
RAGING RIVER POWER & MINING INC,2005-05-06,1000,2,,,BC UNITED,,
RAIDER INDUSTRIAL SUPPLY INC,2005-03-08,1000,2,,,BC UNITED,,
RAIDER INDUSTRIAL SUPPLY INC,2005-03-28,299,2,,,BC UNITED,,
RAIDER STONE SLINGER SERVICES INC,2005-04-05,10000,2,,,BC UNITED,,
RAINCOAST BOOK DISTRIBUTION LTD,2005-05-02,1000,2,,,BC UNITED,,
RAINWORKS ENERGY INC,2005-05-13,1000,2,,,BC UNITED,,
RALLI ESTATES IV LTD,2005-04-20,500,2,,,BC UNITED,,
RALMAX DEVELOPMENTS LTD,2005-02-16,1000,2,,,BC UNITED,,
RALMAX DEVELOPMENTS LTD,2005-04-19,500,2,,,BC UNITED,,
RAMS CUSTOM FURNITURE & MILLWORK INC,2005-04-19,1000,2,,,BC UNITED,,
RAMADA COURTYARD INN,2005-12-31,450,2,ROBIN AGUR,RANDY KOWALCHUK,BC UNITED,,
RAMADA LTD FORT ST JOHN,2005-04-14,500,2,,,BC UNITED,,
RAMADA PLAZA HOTEL & CONFERENCE CENTRE,2005-04-05,1000,2,,,BC UNITED,,
RAMSAY WORDEN ARCHITECTS LTD,2005-04-06,500,2,,,BC UNITED,,
RANDHAWA PROPERTIES LTD,2005-08-15,288,2,,,BC UNITED,,
RANEX EXPLORATION LTD,2005-05-02,400,2,,,BC UNITED,,
RANGER INDUSTRIES CORP,2005-02-22,2500,2,CURT GARLAND,,BC UNITED,,
RASTUS HOLDINGS LTD,2005-06-06,2000,2,,,BC UNITED,,
RAVEN FOREST PRODUCTS LTD,2005-04-27,500,2,L J LUCKHURST,,BC UNITED,,
RAVEN FOREST PRODUCTS LTD,2005-04-27,250,2,L J LUCKHURST,,BC UNITED,,
RAVEN PUB LTD,2005-05-13,1000,2,JENNIFER CRAWFORD,,BC UNITED,,
RAVENS PLATEAU DEVELOPMENT CORP,2005-05-17,1000,2,,,BC UNITED,,
RAYMOND JAMES LTD,2005-03-08,2990,2,RUSTY GOEPEL,IAN MCKAY,BC UNITED,,
RAYMOND JAMES LTD,2005-04-01,7500,2,RUSTY GOEPEL,IAN MCKAY,BC UNITED,,
RAYMOND JAMES LTD,2005-04-14,5000,2,RUSTY GOEPEL,IAN MCKAY,BC UNITED,,
RAYMOND JAMES LTD,2005-05-13,40000,2,RUSTY GOEPEL,IAN MCKAY,BC UNITED,,
RAYMOND JOHNSON CO LTD,2005-04-28,500,2,,,BC UNITED,,
RAYTHEON CANADA LTD,2005-03-09,600,2,DAVID WANG,,BC UNITED,,
RAYTHEON CANADA LTD,2005-04-19,200,2,DAVID WANG,,BC UNITED,,
RAYTHEON CANADA LTD,2005-04-22,150,2,DAVID WANG,,BC UNITED,,
RAYTHEON CANADA LTD,2005-05-17,500,2,DAVID WANG,,BC UNITED,,
RAYTHEON CANADA LTD,2005-06-20,1152,2,DAVID WANG,,BC UNITED,,
RBC DOMINION SECURITIES INC,2005-02-22,6000,2,,,BC UNITED,,
INTERCON CAPITAL INC,2005-04-26,500,2,,,BC UNITED,,
INTERCON CAPITAL INC,2005-04-26,500,2,,,BC UNITED,,
INTERIOR ROADS LTD,2005-05-05,1000,2,,,BC UNITED,,
INTERIOR ROOFING (2001) LTD,2005-06-17,1000,2,DOUG COLE,,BC UNITED,,
INTERNATIONAL FASHIONS LTD,2005-05-17,1150,2,,,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-03-09,2700,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-03-15,2990,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-03-28,400,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-04-20,60000,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-05-02,1000,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-05-02,500,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-05-02,1000,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-05-02,1000,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-05-02,1000,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-05-02,1000,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-05-02,1000,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
INTERNATIONAL FOREST PRODUCTS LTD,2005-05-02,2500,2,STEVE CROMBIE,BILL SAUDER,BC UNITED,,
